train_loss,epoch,step,val_qa_em,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_sas,test_loss,test_avg_qa_bert_score
2.0894691944122314,0,9,,,,,,,,,,
0.9607458710670471,0,19,,,,,,,,,,
0.8338608145713806,0,29,,,,,,,,,,
0.9838111996650696,0,39,,,,,,,,,,
0.6231394410133362,0,49,,,,,,,,,,
0.4532897472381592,0,59,,,,,,,,,,
,0,59,0.18014705181121826,0.7932076454162598,0.242215096950531,0.27128246426582336,0.5097958445549011,,,,,
0.6344218254089355,1,69,,,,,,,,,,
0.3908108174800873,1,79,,,,,,,,,,
0.7116543650627136,1,89,,,,,,,,,,
0.5969113111495972,1,99,,,,,,,,,,
0.3747223913669586,1,109,,,,,,,,,,
0.4221024215221405,1,119,,,,,,,,,,
,1,119,0.25,0.8036985993385315,0.2964104413986206,0.32239168882369995,0.4349821209907532,,,,,
0.5039266347885132,2,129,,,,,,,,,,
0.2833445966243744,2,139,,,,,,,,,,
0.473538339138031,2,149,,,,,,,,,,
0.4291670322418213,2,159,,,,,,,,,,
0.45567333698272705,2,169,,,,,,,,,,
0.2069629281759262,2,179,,,,,,,,,,
,2,179,0.2647058963775635,0.8072394132614136,0.31390851736068726,0.34056249260902405,0.40058794617652893,,,,,
0.3028835952281952,3,189,,,,,,,,,,
0.32077810168266296,3,199,,,,,,,,,,
0.438271164894104,3,209,,,,,,,,,,
0.4034286439418793,3,219,,,,,,,,,,
0.35934826731681824,3,229,,,,,,,,,,
0.5976773500442505,3,239,,,,,,,,,,
,3,239,0.3014705777168274,0.8211755156517029,0.3476271629333496,0.3732859194278717,0.3742187023162842,,,,,
0.33414649963378906,4,249,,,,,,,,,,
0.4158709645271301,4,259,,,,,,,,,,
0.46379411220550537,4,269,,,,,,,,,,
0.2504846155643463,4,279,,,,,,,,,,
0.48435014486312866,4,289,,,,,,,,,,
0.24201086163520813,4,299,,,,,,,,,,
,4,299,0.3235294222831726,0.836691677570343,0.38245511054992676,0.4119442105293274,0.36499926447868347,,,,,
,5,300,,,,,,0.4119442105293274,0.3235294222831726,0.38245511054992676,0.36499926447868347,0.836691677570343
