train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_sas
1.5363556146621704,9,0,,,,,,,,,,
1.363771915435791,19,0,,,,,,,,,,
1.35410737991333,29,0,,,,,,,,,,
2.0960171222686768,39,0,,,,,,,,,,
,48,0,0.47552356123924255,1.5697840452194214,0.5458199381828308,0.8529597520828247,0.2850678861141205,,,,,
2.1837260723114014,49,1,,,,,,,,,,
1.3968582153320312,59,1,,,,,,,,,,
1.6637694835662842,69,1,,,,,,,,,,
0.8012147545814514,79,1,,,,,,,,,,
0.9402430653572083,89,1,,,,,,,,,,
,97,1,0.5030391812324524,1.4373387098312378,0.5606864094734192,0.8632559180259705,0.3529411852359772,,,,,
1.668867826461792,99,2,,,,,,,,,,
1.758392572402954,109,2,,,,,,,,,,
1.0335148572921753,119,2,,,,,,,,,,
0.8597152829170227,129,2,,,,,,,,,,
0.8067736029624939,139,2,,,,,,,,,,
,146,2,0.5150438547134399,1.387164831161499,0.5725446343421936,0.8672696948051453,0.35746607184410095,,,,,
0.6031520366668701,149,3,,,,,,,,,,
0.9938904643058777,159,3,,,,,,,,,,
0.48163461685180664,169,3,,,,,,,,,,
1.0394761562347412,179,3,,,,,,,,,,
1.2189950942993164,189,3,,,,,,,,,,
,195,3,0.5105082392692566,1.3193553686141968,0.5643135905265808,0.8666431307792664,0.35746607184410095,,,,,
0.8108142018318176,199,4,,,,,,,,,,
1.2216823101043701,209,4,,,,,,,,,,
1.386359691619873,219,4,,,,,,,,,,
1.2144967317581177,229,4,,,,,,,,,,
1.2355806827545166,239,4,,,,,,,,,,
,244,4,0.5061556696891785,1.3003636598587036,0.5639125108718872,0.8680552244186401,0.35746607184410095,,,,,
,245,5,,,,,,1.387164831161499,0.8672696948051453,0.35746607184410095,0.5150438547134399,0.5725446343421936
