train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas
0.737790584564209,0,9,,,,,,,,,,
0.8560236096382141,0,19,,,,,,,,,,
0.6288458108901978,0,29,,,,,,,,,,
,0,31,0.5942807793617249,0.3351452648639679,0.8343974351882935,0.1796875,0.2964935302734375,,,,,
0.7497321367263794,1,39,,,,,,,,,,
0.3938273787498474,1,49,,,,,,,,,,
0.5590364336967468,1,59,,,,,,,,,,
,1,63,0.5388556718826294,0.3853025436401367,0.8486166596412659,0.2734375,0.351226806640625,,,,,
0.5326862931251526,2,69,,,,,,,,,,
0.8150527477264404,2,79,,,,,,,,,,
0.42778122425079346,2,89,,,,,,,,,,
,2,95,0.5095678567886353,0.3736454248428345,0.8441801071166992,0.2578125,0.3456268310546875,,,,,
0.5757413506507874,3,99,,,,,,,,,,
0.37408217787742615,3,109,,,,,,,,,,
0.19933593273162842,3,119,,,,,,,,,,
,3,127,0.4669002890586853,0.35055074095726013,0.8440533876419067,0.2265625,0.317413330078125,,,,,
0.3918338716030121,4,129,,,,,,,,,,
0.28673094511032104,4,139,,,,,,,,,,
0.3984232544898987,4,149,,,,,,,,,,
0.4350374639034271,4,159,,,,,,,,,,
,4,159,0.4605618417263031,0.35363420844078064,0.84340500831604,0.2421875,0.3268585205078125,,,,,
,5,160,,,,,,0.5388556718826294,0.3853025436401367,0.8486166596412659,0.2734375,0.351226806640625
