train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,test_loss
0.6935627460479736,9,0,,,,,,
0.5344707369804382,19,0,,,,,,
0.5276281237602234,29,0,,,,,,
0.24485386908054352,39,0,,,,,,
0.4019331634044647,49,0,,,,,,
0.1329178810119629,59,0,,,,,,
0.2768140733242035,69,0,,,,,,
0.25861379504203796,79,0,,,,,,
,81,0,0.3120000958442688,0.31312188506126404,0.20930232107639313,0.7969003319740295,0.11462680995464325,
0.22133256494998932,89,1,,,,,,
0.30771851539611816,99,1,,,,,,
0.3508334457874298,109,1,,,,,,
0.3268490433692932,119,1,,,,,,
0.13199827075004578,129,1,,,,,,
0.16872955858707428,139,1,,,,,,
0.21127571165561676,149,1,,,,,,
0.27411046624183655,159,1,,,,,,
,163,1,0.4431631863117218,0.4223180413246155,0.35465115308761597,0.8332681655883789,0.08664445579051971,
0.11047153919935226,169,2,,,,,,
0.16622783243656158,179,2,,,,,,
0.14425338804721832,189,2,,,,,,
0.10787840932607651,199,2,,,,,,
0.11704985052347183,209,2,,,,,,
0.10668902099132538,219,2,,,,,,
0.10230544209480286,229,2,,,,,,
0.12656429409980774,239,2,,,,,,
,245,2,0.5226144194602966,0.478777140378952,0.44186046719551086,0.8551403284072876,0.07905259728431702,
0.08454021066427231,249,3,,,,,,
0.20390358567237854,259,3,,,,,,
0.18789760768413544,269,3,,,,,,
0.21685650944709778,279,3,,,,,,
0.09175010770559311,289,3,,,,,,
0.06646512448787689,299,3,,,,,,
0.07690644264221191,309,3,,,,,,
0.10418837517499924,319,3,,,,,,
,327,3,0.5212352275848389,0.4706089198589325,0.44186046719551086,0.8551186919212341,0.08125367760658264,
0.051829226315021515,329,4,,,,,,
0.09163575619459152,339,4,,,,,,
0.11893826723098755,349,4,,,,,,
0.06763695925474167,359,4,,,,,,
0.0823531448841095,369,4,,,,,,
0.052690718322992325,379,4,,,,,,
0.05285879597067833,389,4,,,,,,
0.06936874985694885,399,4,,,,,,
0.03898130729794502,409,4,,,,,,
,409,4,0.5246153473854065,0.47675296664237976,0.447674423456192,0.8560085296630859,0.08794907480478287,
,410,5,,,,,,0.08794907480478287
