train_loss,step,epoch,val_qa_sas,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_avg_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1
2.0689196586608887,9,0,,,,,,,,,,
2.1433303356170654,19,0,,,,,,,,,,
1.4225518703460693,29,0,,,,,,,,,,
1.0633560419082642,39,0,,,,,,,,,,
0.8571162223815918,49,0,,,,,,,,,,
,55,0,0.46680909395217896,1.5164070129394531,0.8404511213302612,0.439069539308548,0.3207547068595886,,,,,
1.4473378658294678,59,1,,,,,,,,,,
1.477810263633728,69,1,,,,,,,,,,
0.8246375322341919,79,1,,,,,,,,,,
1.9530704021453857,89,1,,,,,,,,,,
2.193950891494751,99,1,,,,,,,,,,
1.339765191078186,109,1,,,,,,,,,,
,111,1,0.514514148235321,1.3813470602035522,0.8548243641853333,0.49203941226005554,0.3962264060974121,,,,,
1.5637680292129517,119,2,,,,,,,,,,
1.2352588176727295,129,2,,,,,,,,,,
1.4969626665115356,139,2,,,,,,,,,,
1.2639610767364502,149,2,,,,,,,,,,
1.074232578277588,159,2,,,,,,,,,,
,167,2,0.5085693597793579,1.3209880590438843,0.8539196848869324,0.4887758791446686,0.402515709400177,,,,,
1.3764973878860474,169,3,,,,,,,,,,
0.9678457975387573,179,3,,,,,,,,,,
1.1179046630859375,189,3,,,,,,,,,,
1.32014000415802,199,3,,,,,,,,,,
1.4651211500167847,209,3,,,,,,,,,,
1.7850594520568848,219,3,,,,,,,,,,
,223,3,0.511730968952179,1.2704702615737915,0.8516629338264465,0.48641419410705566,0.402515709400177,,,,,
0.8944613337516785,229,4,,,,,,,,,,
0.729138195514679,239,4,,,,,,,,,,
1.0103815793991089,249,4,,,,,,,,,,
0.6965510845184326,259,4,,,,,,,,,,
0.5726256370544434,269,4,,,,,,,,,,
0.921780526638031,279,4,,,,,,,,,,
,279,4,0.5133301019668579,1.2684097290039062,0.8558476567268372,0.49451345205307007,0.4150943458080292,,,,,
,280,5,,,,,,0.5133301019668579,0.4150943458080292,1.2684097290039062,0.8558476567268372,0.49451345205307007
