epoch,train_loss,step,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1
0,0.8769696354866028,9,,,,,,,,,,
0,1.113848328590393,19,,,,,,,,,,
0,1.1837174892425537,29,,,,,,,,,,
0,0.9804776906967163,39,,,,,,,,,,
0,1.063778281211853,49,,,,,,,,,,
0,,52,0.5246769785881042,0.416673481464386,0.8428052067756653,1.1513820886611938,0.21287128329277039,,,,,
1,1.463657021522522,59,,,,,,,,,,
1,1.6022984981536865,69,,,,,,,,,,
1,1.4670716524124146,79,,,,,,,,,,
1,0.739913284778595,89,,,,,,,,,,
1,0.9585285186767578,99,,,,,,,,,,
1,,105,0.5273061990737915,0.41821765899658203,0.8432148694992065,1.1301982402801514,0.21782177686691284,,,,,
2,1.5889248847961426,109,,,,,,,,,,
2,0.4777877628803253,119,,,,,,,,,,
2,0.9942129254341125,129,,,,,,,,,,
2,1.0583491325378418,139,,,,,,,,,,
2,0.714928150177002,149,,,,,,,,,,
2,,158,0.5243201851844788,0.41758131980895996,0.8431660532951355,1.1025595664978027,0.20792078971862793,,,,,
3,1.4456099271774292,159,,,,,,,,,,
3,0.9124197363853455,169,,,,,,,,,,
3,1.028307557106018,179,,,,,,,,,,
3,1.0427647829055786,189,,,,,,,,,,
3,0.8044676184654236,199,,,,,,,,,,
3,1.288074016571045,209,,,,,,,,,,
3,,211,0.5170710682868958,0.4111135005950928,0.841427743434906,1.091713786125183,0.20792078971862793,,,,,
4,1.5396523475646973,219,,,,,,,,,,
4,0.7515841126441956,229,,,,,,,,,,
4,0.48393628001213074,239,,,,,,,,,,
4,0.7328675389289856,249,,,,,,,,,,
4,1.3812508583068848,259,,,,,,,,,,
4,,264,0.5439640879631042,0.434383362531662,0.8462089896202087,1.0757315158843994,0.18316832184791565,,,,,
5,,265,,,,,,1.0757315158843994,0.8462089896202087,0.5439640879631042,0.18316832184791565,0.434383362531662
