epoch,train_loss,step,val_qa_em,val_qa_bert_score,val_qa_sas,val_loss,val_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score
0,1.7225199937820435,9,,,,,,,,,,
0,1.2761874198913574,19,,,,,,,,,,
0,0.8014094233512878,29,,,,,,,,,,
0,2.046391725540161,39,,,,,,,,,,
0,1.9031801223754883,49,,,,,,,,,,
0,,50,0.3391304314136505,0.8551622033119202,0.5679524540901184,1.767611026763916,0.5327134728431702,,,,,
1,1.3960305452346802,59,,,,,,,,,,
1,1.4759703874588013,69,,,,,,,,,,
1,1.3579912185668945,79,,,,,,,,,,
1,1.0121876001358032,89,,,,,,,,,,
1,1.5713434219360352,99,,,,,,,,,,
1,,101,0.3695652186870575,0.8711798787117004,0.6049967408180237,1.6185506582260132,0.5618651509284973,,,,,
2,1.2821002006530762,109,,,,,,,,,,
2,0.8993857502937317,119,,,,,,,,,,
2,1.1282366514205933,129,,,,,,,,,,
2,1.3191941976547241,139,,,,,,,,,,
2,1.0579711198806763,149,,,,,,,,,,
2,,152,0.41304346919059753,0.8755750060081482,0.626953125,1.5544970035552979,0.579425573348999,,,,,
3,1.1103172302246094,159,,,,,,,,,,
3,0.9656474590301514,169,,,,,,,,,,
3,1.0092637538909912,179,,,,,,,,,,
3,1.3392826318740845,189,,,,,,,,,,
3,0.9454889893531799,199,,,,,,,,,,
3,,203,0.417391300201416,0.8736161589622498,0.6215657591819763,1.517095685005188,0.584732174873352,,,,,
4,1.180519461631775,209,,,,,,,,,,
4,1.158957600593567,219,,,,,,,,,,
4,1.2344602346420288,229,,,,,,,,,,
4,1.1498702764511108,239,,,,,,,,,,
4,0.8809183239936829,249,,,,,,,,,,
4,,254,0.426086962223053,0.8736438751220703,0.6071614623069763,1.4870723485946655,0.5797322392463684,,,,,
5,,255,,,,,,1.4870723485946655,0.426086962223053,0.5797322392463684,0.6071614623069763,0.8736438751220703
