train_loss,step,epoch,val_qa_bert_score,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em,test_loss,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_answer_f1
1.4424558877944946,9,0,,,,,,,,,,
1.0140341520309448,19,0,,,,,,,,,,
1.0068747997283936,29,0,,,,,,,,,,
0.9457917809486389,39,0,,,,,,,,,,
,41,0,0.7919946908950806,0.49707403779029846,0.2896972596645355,0.30908823013305664,0.22727273404598236,,,,,
0.5551367998123169,49,1,,,,,,,,,,
0.45859721302986145,59,1,,,,,,,,,,
0.40108370780944824,69,1,,,,,,,,,,
0.4875476360321045,79,1,,,,,,,,,,
,83,1,0.8206436038017273,0.3570799231529236,0.37556153535842896,0.3956298530101776,0.3181818127632141,,,,,
0.4163578748703003,89,2,,,,,,,,,,
0.4758386015892029,99,2,,,,,,,,,,
0.3185311555862427,109,2,,,,,,,,,,
0.2976352274417877,119,2,,,,,,,,,,
,125,2,0.8341085314750671,0.3102308213710785,0.4318481385707855,0.45698657631874084,0.40909090638160706,,,,,
0.4004587233066559,129,3,,,,,,,,,,
0.34168872237205505,139,3,,,,,,,,,,
0.4054553806781769,149,3,,,,,,,,,,
0.30523860454559326,159,3,,,,,,,,,,
,167,3,0.8461341857910156,0.2729329466819763,0.4450317323207855,0.4739784002304077,0.4220779240131378,,,,,
0.35808247327804565,169,4,,,,,,,,,,
0.44817525148391724,179,4,,,,,,,,,,
0.44606897234916687,189,4,,,,,,,,,,
0.40012770891189575,199,4,,,,,,,,,,
0.3283914029598236,209,4,,,,,,,,,,
,209,4,0.8549261093139648,0.26193615794181824,0.47979736328125,0.5138453245162964,0.4545454680919647,,,,,
,210,5,,,,,,0.26193615794181824,0.4545454680919647,0.47979736328125,0.8549261093139648,0.5138453245162964
