train_loss,epoch,step,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss
2.184018611907959,0,9,,,,,,,,,,
0.8265967965126038,0,19,,,,,,,,,,
0.726736843585968,0,29,,,,,,,,,,
0.6609496474266052,0,39,,,,,,,,,,
0.8341917991638184,0,49,,,,,,,,,,
0.8930171728134155,0,59,,,,,,,,,,
,0,62,0.4010658264160156,0.2800140976905823,0.22368420660495758,0.8032176494598389,0.31858310103416443,,,,,
0.47666671872138977,1,69,,,,,,,,,,
0.3754958212375641,1,79,,,,,,,,,,
0.46233928203582764,1,89,,,,,,,,,,
0.49948951601982117,1,99,,,,,,,,,,
0.6683093309402466,1,109,,,,,,,,,,
0.4267408549785614,1,119,,,,,,,,,,
,1,125,0.3166981041431427,0.35886991024017334,0.31578946113586426,0.8290828466415405,0.39724504947662354,,,,,
0.32044246792793274,2,129,,,,,,,,,,
0.44930487871170044,2,139,,,,,,,,,,
0.44298502802848816,2,149,,,,,,,,,,
0.4007175862789154,2,159,,,,,,,,,,
0.3242732882499695,2,169,,,,,,,,,,
0.2230757623910904,2,179,,,,,,,,,,
,2,188,0.2906181514263153,0.3964342772960663,0.359649121761322,0.8432871103286743,0.44046255946159363,,,,,
0.5679723620414734,3,189,,,,,,,,,,
0.31422296166419983,3,199,,,,,,,,,,
0.370901495218277,3,209,,,,,,,,,,
0.34144294261932373,3,219,,,,,,,,,,
0.4224220812320709,3,229,,,,,,,,,,
0.2766747772693634,3,239,,,,,,,,,,
0.4856009781360626,3,249,,,,,,,,,,
,3,251,0.27824392914772034,0.437777042388916,0.3947368562221527,0.854642927646637,0.47654271125793457,,,,,
0.46016818284988403,4,259,,,,,,,,,,
0.3024112284183502,4,269,,,,,,,,,,
0.2810841500759125,4,279,,,,,,,,,,
0.3301728665828705,4,289,,,,,,,,,,
0.2655782103538513,4,299,,,,,,,,,,
0.32383304834365845,4,309,,,,,,,,,,
,4,314,0.2764180898666382,0.4352128207683563,0.3947368562221527,0.8533885478973389,0.4775165319442749,,,,,
,5,315,,,,,,0.4352128207683563,0.3947368562221527,0.4775165319442749,0.8533885478973389,0.2764180898666382
