step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,test_loss
9,1.5865881443023682,0,,,,,,
19,0.5176217555999756,0,,,,,,
29,0.7767987847328186,0,,,,,,
39,0.37647372484207153,0,,,,,,
49,0.45071184635162354,0,,,,,,
59,0.3379918336868286,0,,,,,,
69,0.40529578924179077,0,,,,,,
79,0.39308035373687744,0,,,,,,
80,,0,0.23888888955116272,0.09565149992704391,0.3342409133911133,0.798335075378418,0.32076096534729004,
89,0.1407793164253235,1,,,,,,
99,0.35983172059059143,1,,,,,,
109,0.23451820015907288,1,,,,,,
119,0.2990380823612213,1,,,,,,
129,0.22199907898902893,1,,,,,,
139,0.28109484910964966,1,,,,,,
149,0.13644486665725708,1,,,,,,
159,0.20066966116428375,1,,,,,,
161,,1,0.33888888359069824,0.084141805768013,0.40015819668769836,0.8259075284004211,0.4231213331222534,
169,0.1080113872885704,2,,,,,,
179,0.1170717254281044,2,,,,,,
189,0.17171171307563782,2,,,,,,
199,0.07707163691520691,2,,,,,,
209,0.17416255176067352,2,,,,,,
219,0.1487603485584259,2,,,,,,
229,0.07279877364635468,2,,,,,,
239,0.10210186243057251,2,,,,,,
242,,2,0.35555556416511536,0.07963920384645462,0.4084286093711853,0.8297944664955139,0.430216521024704,
249,0.06340768933296204,3,,,,,,
259,0.08516764640808105,3,,,,,,
269,0.12079588323831558,3,,,,,,
279,0.08295378088951111,3,,,,,,
289,0.054955702275037766,3,,,,,,
299,0.10283355414867401,3,,,,,,
309,0.08856859058141708,3,,,,,,
319,0.08516237139701843,3,,,,,,
323,,3,0.35555556416511536,0.08052442967891693,0.39805641770362854,0.8298050165176392,0.42861664295196533,
329,0.0707726702094078,4,,,,,,
339,0.05514845624566078,4,,,,,,
349,0.04635896906256676,4,,,,,,
359,0.05101357772946358,4,,,,,,
369,0.07297056913375854,4,,,,,,
379,0.04628705978393555,4,,,,,,
389,0.06304357945919037,4,,,,,,
399,0.04056293144822121,4,,,,,,
404,,4,0.3722222149372101,0.08536344021558762,0.4165150821208954,0.8318561315536499,0.4412577450275421,
405,,5,,,,,,0.08536344021558762
