train_loss,epoch,step,val_qa_em,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_sas,test_loss,test_avg_qa_bert_score
1.3091850280761719,0,9,,,,,,,,,,
1.236670732498169,0,19,,,,,,,,,,
0.9970613121986389,0,29,,,,,,,,,,
0.890519917011261,0,39,,,,,,,,,,
0.6043007373809814,0,49,,,,,,,,,,
0.6878916621208191,0,59,,,,,,,,,,
,0,61,0.19491524994373322,0.7959396243095398,0.25191542506217957,0.2718605101108551,0.532014787197113,,,,,
0.4847069978713989,1,69,,,,,,,,,,
0.4829176366329193,1,79,,,,,,,,,,
0.37395742535591125,1,89,,,,,,,,,,
0.5512930750846863,1,99,,,,,,,,,,
0.5378774404525757,1,109,,,,,,,,,,
0.4793654978275299,1,119,,,,,,,,,,
,1,123,0.2330508530139923,0.8056790828704834,0.28440943360328674,0.30701032280921936,0.429881751537323,,,,,
0.4837474226951599,2,129,,,,,,,,,,
0.678830087184906,2,139,,,,,,,,,,
0.3016931116580963,2,149,,,,,,,,,,
0.3727284371852875,2,159,,,,,,,,,,
0.47412964701652527,2,169,,,,,,,,,,
0.27817997336387634,2,179,,,,,,,,,,
,2,185,0.25,0.8162195086479187,0.2967580258846283,0.32516780495643616,0.38674846291542053,,,,,
0.3531029522418976,3,189,,,,,,,,,,
0.36415210366249084,3,199,,,,,,,,,,
0.4781965911388397,3,209,,,,,,,,,,
0.41418910026550293,3,219,,,,,,,,,,
0.4809473752975464,3,229,,,,,,,,,,
0.3343924582004547,3,239,,,,,,,,,,
,3,247,0.29661017656326294,0.8224249482154846,0.3485645353794098,0.3715423345565796,0.35350996255874634,,,,,
0.343390554189682,4,249,,,,,,,,,,
0.4666566550731659,4,259,,,,,,,,,,
0.3815196454524994,4,269,,,,,,,,,,
0.26747453212738037,4,279,,,,,,,,,,
0.24696367979049683,4,289,,,,,,,,,,
0.17681516706943512,4,299,,,,,,,,,,
0.29120615124702454,4,309,,,,,,,,,,
,4,309,0.3305084705352783,0.8376608490943909,0.37629953026771545,0.3971709907054901,0.3471482992172241,,,,,
,5,310,,,,,,0.3971709907054901,0.3305084705352783,0.37629953026771545,0.3471482992172241,0.8376608490943909
