train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_sas
2.835110664367676,9,0,,,,,,,,,,
2.270369529724121,19,0,,,,,,,,,,
1.4435341358184814,29,0,,,,,,,,,,
1.9967749118804932,39,0,,,,,,,,,,
1.162147879600525,49,0,,,,,,,,,,
,52,0,0.4220501780509949,1.533754825592041,0.4513183534145355,0.8340069651603699,0.2756410241127014,,,,,
1.800803542137146,59,1,,,,,,,,,,
0.7540944218635559,69,1,,,,,,,,,,
9.852286338806152,79,1,,,,,,,,,,
2.014934778213501,89,1,,,,,,,,,,
1.8031011819839478,99,1,,,,,,,,,,
,105,1,0.4723350405693054,1.3766146898269653,0.49467772245407104,0.8516830205917358,0.3782051205635071,,,,,
1.68343985080719,109,2,,,,,,,,,,
1.7478281259536743,119,2,,,,,,,,,,
1.549424409866333,129,2,,,,,,,,,,
0.7074383497238159,139,2,,,,,,,,,,
1.4566845893859863,149,2,,,,,,,,,,
,158,2,0.47289055585861206,1.316892385482788,0.4976562559604645,0.8510584831237793,0.3910256326198578,,,,,
1.505893588066101,159,3,,,,,,,,,,
1.2814669609069824,169,3,,,,,,,,,,
1.3475979566574097,179,3,,,,,,,,,,
1.615505576133728,189,3,,,,,,,,,,
0.6269195675849915,199,3,,,,,,,,,,
0.8296351432800293,209,3,,,,,,,,,,
,211,3,0.4872780442237854,1.2666707038879395,0.508618175983429,0.8553098440170288,0.3910256326198578,,,,,
0.9726080298423767,219,4,,,,,,,,,,
1.458413004875183,229,4,,,,,,,,,,
1.2331514358520508,239,4,,,,,,,,,,
0.638105571269989,249,4,,,,,,,,,,
1.106654405593872,259,4,,,,,,,,,,
,264,4,0.498750776052475,1.2601665258407593,0.523974597454071,0.8576923608779907,0.41025641560554504,,,,,
,265,5,,,,,,1.2601665258407593,0.8576923608779907,0.41025641560554504,0.498750776052475,0.523974597454071
