epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_loss
0,9,1.1333740949630737,,,,,,
0,19,0.5577740669250488,,,,,,
0,29,0.4022521674633026,,,,,,
0,39,0.4569476544857025,,,,,,
0,49,0.44772717356681824,,,,,,
0,59,0.35294824838638306,,,,,,
0,69,0.4590482711791992,,,,,,
0,79,0.2802267372608185,,,,,,
0,82,,0.17901234328746796,0.24007248878479004,0.7796932458877563,0.26891016960144043,0.09404230117797852,
1,89,0.13409370183944702,,,,,,
1,99,0.2617484927177429,,,,,,
1,109,0.2656985819339752,,,,,,
1,119,0.23418118059635162,,,,,,
1,129,0.44229376316070557,,,,,,
1,139,0.23368647694587708,,,,,,
1,149,0.30321216583251953,,,,,,
1,159,0.15848669409751892,,,,,,
1,165,,0.22839505970478058,0.2831358015537262,0.7929519414901733,0.28432920575141907,0.07152051478624344,
2,169,0.18185824155807495,,,,,,
2,179,0.21710939705371857,,,,,,
2,189,0.18230898678302765,,,,,,
2,199,0.14921122789382935,,,,,,
2,209,0.07918647676706314,,,,,,
2,219,0.08486428111791611,,,,,,
2,229,0.24064943194389343,,,,,,
2,239,0.19959725439548492,,,,,,
2,248,,0.2777777910232544,0.32642871141433716,0.8030582666397095,0.3218711018562317,0.06783514469861984,
3,249,0.1337338387966156,,,,,,
3,259,0.08388111740350723,,,,,,
3,269,0.19420042634010315,,,,,,
3,279,0.07470747828483582,,,,,,
3,289,0.06423942744731903,,,,,,
3,299,0.15258286893367767,,,,,,
3,309,0.0773346796631813,,,,,,
3,319,0.049514416605234146,,,,,,
3,329,0.09506424516439438,,,,,,
3,331,,0.2777777910232544,0.3309704661369324,0.8060636520385742,0.32357779145240784,0.06837646663188934,
4,339,0.03398715332150459,,,,,,
4,349,0.10526971518993378,,,,,,
4,359,0.08459212630987167,,,,,,
4,369,0.03842354565858841,,,,,,
4,379,0.11352194100618362,,,,,,
4,389,0.10624110698699951,,,,,,
4,399,0.05814335495233536,,,,,,
4,409,0.07360560446977615,,,,,,
4,414,,0.31481480598449707,0.3614377975463867,0.8158878684043884,0.3544681668281555,0.07329193502664566,
5,415,,,,,,,0.07329193502664566
