train_loss,epoch,step,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss
1.9692387580871582,0,9,,,,,,,,,,
0.9292697310447693,0,19,,,,,,,,,,
0.754511296749115,0,29,,,,,,,,,,
0.9393006563186646,0,39,,,,,,,,,,
0.5225474834442139,0,49,,,,,,,,,,
0.44840964674949646,0,59,,,,,,,,,,
,0,59,0.4767652451992035,0.3095039129257202,0.24632352590560913,0.8129286766052246,0.337207168340683,,,,,
0.4869959354400635,1,69,,,,,,,,,,
0.5874622464179993,1,79,,,,,,,,,,
0.48661279678344727,1,89,,,,,,,,,,
0.5266458988189697,1,99,,,,,,,,,,
0.41133368015289307,1,109,,,,,,,,,,
0.5638473629951477,1,119,,,,,,,,,,
,1,119,0.39335620403289795,0.3735288977622986,0.3272058963775635,0.8238499760627747,0.39473286271095276,,,,,
0.4364442527294159,2,129,,,,,,,,,,
0.3403964936733246,2,139,,,,,,,,,,
0.358192503452301,2,149,,,,,,,,,,
0.39727821946144104,2,159,,,,,,,,,,
0.6325333714485168,2,169,,,,,,,,,,
0.20156347751617432,2,179,,,,,,,,,,
,2,179,0.34418007731437683,0.3932698369026184,0.3492647111415863,0.8318460583686829,0.4147109091281891,,,,,
0.1931949406862259,3,189,,,,,,,,,,
0.33350101113319397,3,199,,,,,,,,,,
0.36045071482658386,3,209,,,,,,,,,,
0.23212456703186035,3,219,,,,,,,,,,
0.2821231186389923,3,229,,,,,,,,,,
0.4171132445335388,3,239,,,,,,,,,,
,3,239,0.3135245442390442,0.43207526206970215,0.3897058963775635,0.848635196685791,0.460654616355896,,,,,
0.32357123494148254,4,249,,,,,,,,,,
0.37213340401649475,4,259,,,,,,,,,,
0.17717987298965454,4,269,,,,,,,,,,
0.32960057258605957,4,279,,,,,,,,,,
0.3874583840370178,4,289,,,,,,,,,,
0.21163831651210785,4,299,,,,,,,,,,
,4,299,0.29980170726776123,0.46473777294158936,0.4227941036224365,0.8581776022911072,0.4929332137107849,,,,,
,5,300,,,,,,0.46473777294158936,0.4227941036224365,0.4929332137107849,0.8581776022911072,0.29980170726776123
