train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,val_loss,test_loss
1.313582420349121,0,9,,,,,,
0.7766426801681519,0,19,,,,,,
0.42631059885025024,0,29,,,,,,
0.8251531720161438,0,39,,,,,,
0.3583778142929077,0,49,,,,,,
0.36522266268730164,0,59,,,,,,
0.23216183483600616,0,69,,,,,,
0.4155009686946869,0,79,,,,,,
,0,83,0.8034791350364685,0.35837098956108093,0.34891054034233093,0.26623377203941345,0.09490739554166794,
0.26683101058006287,1,89,,,,,,
0.30861803889274597,1,99,,,,,,
0.23918674886226654,1,109,,,,,,
0.18411922454833984,1,119,,,,,,
0.2593141794204712,1,129,,,,,,
0.22673164308071136,1,139,,,,,,
0.17690259218215942,1,149,,,,,,
0.242300882935524,1,159,,,,,,
,1,167,0.8195910453796387,0.374616414308548,0.3958359658718109,0.3311688303947449,0.07136431336402893,
0.16958536207675934,2,169,,,,,,
0.07786069065332413,2,179,,,,,,
0.1639994978904724,2,189,,,,,,
0.14254620671272278,2,199,,,,,,
0.11234666407108307,2,209,,,,,,
0.16138549149036407,2,219,,,,,,
0.20339028537273407,2,229,,,,,,
0.11941073834896088,2,239,,,,,,
0.07490584254264832,2,249,,,,,,
,2,251,0.8284615874290466,0.4092435836791992,0.4330527186393738,0.37012988328933716,0.06628873199224472,
0.13316184282302856,3,259,,,,,,
0.23179477453231812,3,269,,,,,,
0.10885383188724518,3,279,,,,,,
0.19661541283130646,3,289,,,,,,
0.152400940656662,3,299,,,,,,
0.151876762509346,3,309,,,,,,
0.20092129707336426,3,319,,,,,,
0.21580770611763,3,329,,,,,,
,3,335,0.8290167450904846,0.4189496338367462,0.43488258123397827,0.38311687111854553,0.06172911077737808,
0.06312990933656693,4,339,,,,,,
0.1662621647119522,4,349,,,,,,
0.05034442991018295,4,359,,,,,,
0.06377590447664261,4,369,,,,,,
0.12195657193660736,4,379,,,,,,
0.09230410307645798,4,389,,,,,,
0.09369577467441559,4,399,,,,,,
0.07158029079437256,4,409,,,,,,
0.08591517806053162,4,419,,,,,,
,4,419,0.8323184847831726,0.4385664761066437,0.4518992304801941,0.4025973975658417,0.06043592840433121,
,5,420,,,,,,0.06043592840433121
