train_loss,epoch,step,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss
1.7411119937896729,0,9,,,,,,,,,,
1.0025606155395508,0,19,,,,,,,,,,
0.9310970902442932,0,29,,,,,,,,,,
0.7711642980575562,0,39,,,,,,,,,,
0.45624908804893494,0,49,,,,,,,,,,
0.7995595335960388,0,59,,,,,,,,,,
,0,60,0.3978847861289978,0.30418267846107483,0.2432432472705841,0.8196627497673035,0.32988619804382324,,,,,
0.4251440763473511,1,69,,,,,,,,,,
0.6133981943130493,1,79,,,,,,,,,,
0.4971948564052582,1,89,,,,,,,,,,
0.31756696105003357,1,99,,,,,,,,,,
0.5700796842575073,1,109,,,,,,,,,,
0.4551807641983032,1,119,,,,,,,,,,
,1,121,0.3535032570362091,0.3473559021949768,0.3011583089828491,0.8317843079566956,0.37747159600257874,,,,,
0.34602707624435425,2,129,,,,,,,,,,
0.49431338906288147,2,139,,,,,,,,,,
0.33427223563194275,2,149,,,,,,,,,,
0.5326753854751587,2,159,,,,,,,,,,
0.44850972294807434,2,169,,,,,,,,,,
0.4233047366142273,2,179,,,,,,,,,,
,2,182,0.3147672414779663,0.3676340878009796,0.3474903404712677,0.8422490954399109,0.41291138529777527,,,,,
0.42431360483169556,3,189,,,,,,,,,,
0.28358641266822815,3,199,,,,,,,,,,
0.26791059970855713,3,209,,,,,,,,,,
0.4852316975593567,3,219,,,,,,,,,,
0.4009609818458557,3,229,,,,,,,,,,
0.1909855306148529,3,239,,,,,,,,,,
,3,243,0.30232036113739014,0.39003226161003113,0.3667953610420227,0.8456221222877502,0.43437981605529785,,,,,
0.2608072757720947,4,249,,,,,,,,,,
0.27072378993034363,4,259,,,,,,,,,,
0.3290925621986389,4,269,,,,,,,,,,
0.29716259241104126,4,279,,,,,,,,,,
0.2865556478500366,4,289,,,,,,,,,,
0.3130396604537964,4,299,,,,,,,,,,
,4,304,0.2862049341201782,0.4021386206150055,0.3861003816127777,0.8517884612083435,0.4489782452583313,,,,,
,5,305,,,,,,0.4021386206150055,0.3861003816127777,0.4489782452583313,0.8517884612083435,0.2862049341201782
