train_loss,epoch,step,val_qa_bert_score,val_qa_answer_f1,val_qa_em,val_loss,val_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_sas
1.781265139579773,0,9,,,,,,,,,,
1.120486855506897,0,19,,,,,,,,,,
0.9069620370864868,0,29,,,,,,,,,,
0.99093097448349,0,39,,,,,,,,,,
,0,40,0.7815713882446289,0.2701148986816406,0.1744185984134674,0.5839226841926575,0.24577192962169647,,,,,
0.5790308713912964,1,49,,,,,,,,,,
0.5300881862640381,1,59,,,,,,,,,,
0.3951840400695801,1,69,,,,,,,,,,
0.5452980399131775,1,79,,,,,,,,,,
,1,81,0.7984201908111572,0.32775259017944336,0.25,0.45927783846855164,0.2989945709705353,,,,,
0.3957218527793884,2,89,,,,,,,,,,
0.42654943466186523,2,99,,,,,,,,,,
0.2776355743408203,2,109,,,,,,,,,,
0.3766118884086609,2,119,,,,,,,,,,
,2,122,0.8194684982299805,0.38154327869415283,0.31976744532585144,0.4119621217250824,0.3521728515625,,,,,
0.3721642792224884,3,129,,,,,,,,,,
0.3252179026603699,3,139,,,,,,,,,,
0.3054451644420624,3,149,,,,,,,,,,
0.25065040588378906,3,159,,,,,,,,,,
,3,163,0.8284803628921509,0.39722394943237305,0.34302327036857605,0.3674938380718231,0.36734285950660706,,,,,
0.6519414186477661,4,169,,,,,,,,,,
0.3333643674850464,4,179,,,,,,,,,,
0.2229580134153366,4,189,,,,,,,,,,
0.29036420583724976,4,199,,,,,,,,,,
,4,204,0.8341970443725586,0.4051007628440857,0.34302327036857605,0.3660845160484314,0.3666326403617859,,,,,
,5,205,,,,,,0.4051007628440857,0.34302327036857605,0.3660845160484314,0.8341970443725586,0.3666326403617859
