epoch,train_loss,step,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_answer_f1
0,0.7786130905151367,9,,,,,,,,,,
0,1.117616891860962,19,,,,,,,,,,
0,1.2054307460784912,29,,,,,,,,,,
0,0.947179913520813,39,,,,,,,,,,
0,1.0912988185882568,49,,,,,,,,,,
0,,52,0.42531639337539673,0.5358323454856873,0.8450124263763428,1.1499367952346802,0.22772277891635895,,,,,
1,1.488698124885559,59,,,,,,,,,,
1,1.6075743436813354,69,,,,,,,,,,
1,1.4745510816574097,79,,,,,,,,,,
1,0.7194978594779968,89,,,,,,,,,,
1,0.9994177222251892,99,,,,,,,,,,
1,,105,0.4150204360485077,0.525954008102417,0.8435607552528381,1.1311028003692627,0.2227722704410553,,,,,
2,1.6714191436767578,109,,,,,,,,,,
2,0.4914632737636566,119,,,,,,,,,,
2,0.9457031488418579,129,,,,,,,,,,
2,1.0600556135177612,139,,,,,,,,,,
2,0.7134150266647339,149,,,,,,,,,,
2,,158,0.4040079116821289,0.5206393003463745,0.8403781652450562,1.105857253074646,0.20297029614448547,,,,,
3,1.458622694015503,159,,,,,,,,,,
3,0.9056775569915771,169,,,,,,,,,,
3,1.0290567874908447,179,,,,,,,,,,
3,1.023231863975525,189,,,,,,,,,,
3,0.8234128952026367,199,,,,,,,,,,
3,1.2757699489593506,209,,,,,,,,,,
3,,211,0.39838212728500366,0.5102163553237915,0.8368003368377686,1.0948326587677002,0.21287128329277039,,,,,
4,1.5293431282043457,219,,,,,,,,,,
4,0.751461923122406,229,,,,,,,,,,
4,0.4621848464012146,239,,,,,,,,,,
4,0.7478132247924805,249,,,,,,,,,,
4,1.372059941291809,259,,,,,,,,,,
4,,264,0.4031796157360077,0.509352445602417,0.8385924100875854,1.0786386728286743,0.20297029614448547,,,,,
5,,265,,,,,,0.8385924100875854,0.509352445602417,0.20297029614448547,1.0786386728286743,0.4031796157360077
